student_id,course_id,action_date,action_type,outcome_note,staff_user
STU-2902,MATH-150,2026-03-02 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2904,DATA-101,2026-10-26 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2910,STAT-301,2026-10-19 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2910,MATH-150,2026-09-28 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2917,CS-204,2026-02-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2932,CS-204,2026-03-02 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2937,MATH-150,2026-10-05 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2940,STAT-301,2026-03-16 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2946,MATH-150,2026-09-21 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2947,CS-204,2026-10-12 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2947,MATH-150,2026-10-12 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2948,STAT-301,2026-10-12 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2957,MATH-150,2026-02-16 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2957,DATA-101,2026-03-09 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2958,STAT-301,2026-02-16 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2958,CS-204,2026-09-21 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2965,DATA-101,2026-09-21 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2968,STAT-301,2026-02-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-2977,STAT-301,2026-03-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2978,MATH-150,2026-10-26 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2979,CS-204,2026-03-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-2980,CS-204,2026-09-21 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-2980,MATH-150,2026-10-26 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2986,STAT-301,2026-09-28 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-2994,STAT-301,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3003,CS-204,2026-10-05 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3004,DATA-101,2026-10-26 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3004,STAT-301,2026-02-09 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3004,CS-204,2026-10-19 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3016,CS-204,2026-02-09 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3016,MATH-150,2026-10-26 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3019,DATA-101,2026-02-23 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3019,CS-204,2026-03-09 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3025,CS-204,2026-09-21 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3027,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3028,CS-204,2026-03-16 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3029,STAT-301,2026-10-19 00:00:00,Attendance Nudge Email,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3030,CS-204,2026-03-02 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3032,DATA-101,2026-02-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3033,DATA-101,2026-02-16 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3035,CS-204,2026-09-21 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3035,MATH-150,2026-03-09 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3047,CS-204,2026-03-02 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3053,STAT-301,2026-10-12 00:00:00,1:1 Advisor Check-in,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3055,MATH-150,2026-10-12 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3064,STAT-301,2026-03-02 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3064,CS-204,2026-10-26 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3068,CS-204,2026-03-09 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3073,MATH-150,2026-03-02 00:00:00,Tutoring Center Referral,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3076,STAT-301,2026-02-09 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3084,MATH-150,2026-10-19 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3084,CS-204,2026-10-26 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3085,STAT-301,2026-10-12 00:00:00,Attendance Nudge Email,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3088,DATA-101,2026-02-09 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3092,CS-204,2026-10-19 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3104,MATH-150,2026-03-16 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3104,DATA-101,2026-10-26 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3106,STAT-301,2026-03-16 00:00:00,Office Hours Meeting,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3106,CS-204,2026-10-05 00:00:00,Office Hours Meeting,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
STU-3107,CS-204,2026-10-26 00:00:00,Attendance Nudge Email,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3111,MATH-150,2026-02-23 00:00:00,Office Hours Meeting,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3112,CS-204,2026-10-26 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3112,MATH-150,2026-03-09 00:00:00,1:1 Advisor Check-in,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3117,CS-204,2026-02-23 00:00:00,Office Hours Meeting,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3117,STAT-301,2026-10-26 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3124,DATA-101,2026-03-02 00:00:00,1:1 Advisor Check-in,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3125,MATH-150,2026-02-16 00:00:00,Tutoring Center Referral,Referred to math learning lab for supplementary tutoring on exam preparation.,Dr. Maya
STU-3125,STAT-301,2026-03-09 00:00:00,Tutoring Center Referral,Sent reminder regarding unsubmitted homework; student indicated intent to complete.,Dr. Maya
STU-3129,STAT-301,2026-02-09 00:00:00,1:1 Advisor Check-in,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3130,STAT-301,2026-02-23 00:00:00,Attendance Nudge Email,Reviewed attendance expectations; student agreed to office hours follow-up.,Dr. Maya
STU-3130,CS-204,2026-10-12 00:00:00,Tutoring Center Referral,Student discussed balancing part-time employment hours with assignment deadlines.,Dr. Maya
